IBGE_cod,To_Manaus,From_Manaus
5104807,0,0
5104906,0,0
5105002,0,0
5105101,0,0
5105150,0,0
5105176,0,0
5105200,0,0
5105234,0,0
5105259,1,0
5105309,0,0
5105507,0,0
5105580,0,0
5105606,0,0
5105622,0,0
5105903,0,0
5106000,0,0
5106109,0,0
5106158,0,0
5106174,0,0
5106182,0,0
5106190,0,0
5106208,0,0
5106216,0,0
5106224,0,0
5106232,0,0
5106240,0,0
5106257,0,0
5106265,0,0
5106273,0,0
5106281,0,0
5106299,0,0
5106307,0,0
5106315,0,0
5106372,0,0
5106422,0,0
5106455,0,1
5106505,0,0
5106653,0,0
5106703,0,0
5106752,0,0
5106778,0,0
5106802,0,0
5106828,0,0
5106851,0,0
5107008,0,0
5107040,0,0
5107065,0,0
5107107,0,0
5107156,0,0
5107180,0,0
5107198,0,0
5107206,0,0
5107248,0,0
5107263,0,0
5107297,0,0
5107305,0,0
5107354,0,0
5107404,0,0
5107578,0,0
5107602,1,0
5107701,0,0
5107743,0,0
5107750,0,0
5107768,0,0
5107776,0,0
5107792,0,0
5107800,0,0
5107859,0,1
5107875,0,0
5107883,0,0
5107909,0,1
5107925,1,0
5107941,0,0
5107958,0,0
5108006,0,0
5108055,0,0
5108105,0,0
5108204,0,0
5108303,0,0
5108352,0,0
5108402,11,12
5108501,0,0
5108600,0,0
5108808,0,0
5108857,0,0
5108907,0,0
5108956,0,0
5200050,0,0
5200100,0,0
5200134,0,0
5200159,0,0
5200175,0,0
5200209,0,0
5200258,1,0
5200308,2,1
5200506,0,0
5200555,0,0
5200605,0,0
5200803,0,0
5200829,0,0
5200852,0,0
5200902,0,0
5201108,1,3
5201207,0,0
5201306,0,0
5201405,4,6
5201454,0,0
5201504,0,0
5201603,0,0
5201702,0,0
5201801,0,0
5202155,0,0
5202353,0,0
5202502,0,0
5202601,0,0
5202809,0,0
5203104,0,0
5203203,0,0
5203302,0,0
5203401,0,1
5203500,0,0
5203559,0,0
5203575,0,0
5203609,0,0
5203807,0,0
5203906,0,0
5203939,0,0
5203962,0,0
5204003,0,0
5204102,0,0
5204201,0,0
5204250,0,0
5204300,0,0
5204409,0,0
5204508,0,0
5204557,0,0
5204607,0,0
5204656,0,0
5204706,2,2
5204805,0,0
5204854,0,0
5204904,0,0
5204953,0,0
5205000,0,0
5205059,0,0
5205109,0,0
5205208,0,0
5205307,0,0
5205406,0,0
5205455,0,0
5205471,0,0
5205497,0,0
5205513,0,0
5205521,0,0
5205703,0,0
5205802,0,0
5205901,0,0
5206206,0,1
5206305,0,0
5206404,0,0
5206503,0,0
5206602,0,0
5206701,0,0
5206800,0,0
5206909,0,0
5207105,0,0
5207253,0,0
5207352,0,0
5207402,0,0
5207501,0,0
5207535,0,0
5207600,0,0
5207808,0,0
5207907,0,0
5208004,0,0
5208103,0,0
5208152,0,0
5208301,0,0
5208400,0,0
5208509,0,0
5208608,0,0
5208707,33,25
5208806,0,0
5208905,0,0
5209101,0,0
5209150,0,0
5209200,0,0
5209291,0,0
5209408,0,0
5209457,0,0
5209606,0,0
5209705,0,0
5209804,0,0
5209903,0,0
5209937,0,0
5209952,0,0
5210000,0,0
5210109,0,0
5210158,0,0
5210208,0,0
5210307,0,0
5210406,0,0
5210562,0,0
5210604,0,0
5210802,0,0
5210901,0,1
5211008,0,0
5211206,0,0
5211305,0,0
5211404,0,0
5211503,0,0
5211602,0,0
5211701,0,0
5211800,0,0
5211909,1,1
5212006,0,0
5212055,0,0
5212105,0,0
5212204,0,0
5212253,0,0
5212303,0,0
5212501,0,0
5212600,0,0
5212709,0,0
5212808,0,0
5212907,0,0
5212956,0,0
5213004,0,0
5213053,0,0
5213087,0,0
5213103,0,0
5213400,0,0
5213509,0,0
5213707,0,0
5213756,0,0
5213772,0,0
5213806,0,0
5213855,0,0
5213905,0,0
5214002,0,0
5214051,0,0
5214101,0,0
5214408,0,0
5214507,0,0
5214606,0,0
5214705,0,0
5214804,0,0
5214838,0,0
5214861,0,0
5214879,0,0
5214903,0,0
5215009,0,0
5215207,0,0
5215231,0,0
5215256,0,0
5215306,0,0
5215405,0,0
5215504,0,0
5215603,0,0
5215652,0,0
5215702,0,0
5215801,0,0
5215900,0,0
5216007,0,0
5216304,0,0
5216403,0,0
5216452,0,0
5216809,0,0
5216908,0,0
5217104,0,0
5217203,0,0
5217302,0,0
5217401,0,0
5217609,0,1
5217708,0,0
5218003,0,1
5218052,0,0
5218102,0,0
5218300,0,0
5218391,0,0
5218508,0,0
5218607,0,0
5218706,0,0
5218789,0,0
5218805,1,0
5218904,0,0
5219001,0,0
5219100,0,0
5219209,0,0
5219258,0,0
5219308,0,0
5219357,0,0
5219407,0,0
5219456,0,0
5219506,0,0
5219605,0,0
5219704,0,0
5219712,0,0
5219738,0,0
5219753,0,0
5219803,0,0
5219902,0,0
5220009,0,0
5220058,0,0
5220108,0,0
5220157,0,0
5220207,0,0
5220264,0,0
5220280,0,0
5220405,0,0
5220454,0,1
5220504,0,0
5220603,0,0
5220686,0,0
5220702,0,0
5221007,0,0
5221080,0,0
5221197,0,0
5221304,0,0
5221403,0,0
5221452,0,0
5221502,0,0
5221551,0,0
5221577,0,0
5221601,1,0
5221700,0,0
5221809,0,0
5221858,4,7
5221908,0,0
5222005,0,0
5222054,0,0
5222203,0,0
5222302,0,0
5300108,250,217
